transaction_id,customer_id,timestamp,amount,merchant_category,location,transaction_type,device_type,is_fraud,fraud_type,age,income,account_balance,account_age_days,credit_score,transaction_frequency,amount_to_income_ratio,amount_to_balance_ratio,hour,day_of_week,is_weekend
TXN_00006960,CUST_000203,2025-11-29 15:20:05.660470,340.6168440552519,utilities,regional,transfer,web,0,,42.77936520612631,34184.44263002262,15203.769444512433,2664,713.4241143059222,15,0.11956907336184694,0.022403447072672646,15,5,1
TXN_00001312,CUST_000355,2026-01-06 13:19:03.859916,82.14199649618642,online,local,purchase,web,0,,41.34597562175624,39160.94024266518,6789.882415701463,3002,601.1620178736998,16,0.02517058967037592,0.012097705301381177,13,1,0
TXN_00001456,CUST_000498,2025-07-05 13:21:03.918691,10000.0,restaurant,regional,withdrawal,pos,0,,33.93705163016398,38771.733573665995,1175.9811013171468,1135,660.800074394697,14,3.095038290511332,8.503538015023874,13,5,1
TXN_00001832,CUST_000290,2025-11-20 11:07:04.100762,832.4608096825353,restaurant,local,purchase,web,0,,24.840659490400053,52345.604723384626,33981.17365398299,749,841.9000893218606,13,0.19083798475495978,0.024497706234609742,11,3,0
TXN_00006136,CUST_000320,2026-01-27 14:37:05.433079,191.53773437780453,retail,local,withdrawal,pos,0,,30.568674329045564,39014.71781021763,564.3344942740032,2408,690.8652811480671,11,0.05891245513332173,0.33940461963823637,14,1,0
TXN_00007168,CUST_000381,2026-01-25 12:57:05.715432,122.25304703399652,retail,local,purchase,mobile,0,,19.938707008920375,30467.07584661845,454526.4365324584,1660,689.3887594810578,22,0.048151538132294544,0.000268967956994216,12,6,1
TXN_00002960,CUST_000041,2025-03-03 11:11:04.500622,584.6186777423804,online,local,withdrawal,atm,0,,34.05521979598632,20000.0,65143.610751136766,2997,471.2328388068218,18,0.35077120664542827,0.008974305707059364,11,0,0
TXN_00005233,CUST_000387,2025-05-18 17:48:05.197508,673.9706702555468,grocery,local,purchase,mobile,0,,20.432699526111406,95759.61162866751,990.7832012776938,900,632.6678845749452,17,0.08445782000900855,0.6802403082595748,17,6,1
TXN_00006039,CUST_000155,2025-12-26 13:35:05.415059,1657.29681597561,online,regional,transfer,mobile,0,,25.575762289855362,56996.05392155942,6579.4479275283575,2474,620.2436496640008,19,0.3489287489810697,0.2518899509853241,13,4,0
TXN_00002862,CUST_000026,2025-03-14 11:56:04.476857,1058.4039187437008,restaurant,regional,transfer,mobile,0,,50.60414177595848,20000.0,29003.76340647053,3097,689.433995146483,18,0.6350423512462204,0.036491951196498125,11,4,0
TXN_00003075,CUST_000120,2025-11-04 09:49:04.533463,730.619000186497,grocery,national,withdrawal,atm,0,,44.84578617436837,46799.93137477252,40135.32043181672,220,766.9295590445672,17,0.18733847987999494,0.01820389104473946,9,1,0
TXN_00005338,CUST_000278,2025-08-28 14:27:05.226058,39.09077307989203,utilities,international,purchase,mobile,0,,45.120471465884705,48036.89007771134,11554.989642169841,2780,786.9708777969781,10,0.009765188300071852,0.0033830210402985192,14,3,0
TXN_00007435,CUST_000340,2025-08-06 15:59:05.794234,94.33645962926971,utilities,local,purchase,pos,0,,29.303626764355293,60873.86757208558,71067.1431107757,116,660.6174969746502,18,0.018596444758675813,0.001327427211787915,15,2,0
TXN_00001780,CUST_000254,2025-03-17 14:50:04.082800,520.3791273387816,restaurant,local,purchase,mobile,0,,40.65174204448137,55425.81601436831,128069.15907501693,404,575.4526507937885,15,0.11266499940111974,0.004063266528001232,14,0,0
TXN_00009201,CUST_000058,2025-05-01 13:34:06.266355,1408.6844595145321,grocery,regional,transfer,pos,0,,22.75540103285414,31743.802265682047,75626.93341516588,464,737.7825168480114,21,0.5325201238557797,0.018626756314200105,13,3,0
TXN_00005499,CUST_000225,2025-04-02 15:34:05.267470,30.914454016915872,retail,local,purchase,mobile,0,,50.372196340821354,37568.74581019161,29119.41790787116,2631,850.0,11,0.009874523096332726,0.0010616439557522715,15,2,0
TXN_00007964,CUST_000118,2025-03-04 11:22:05.932927,1879.6913621888534,restaurant,national,purchase,pos,0,,18.0,20000.0,30520.420246213565,1655,554.9316208594673,20,1.127814817313312,0.06158799082794583,11,1,0
TXN_00005254,CUST_000017,2025-06-24 16:38:05.201012,630.878002944917,restaurant,national,purchase,pos,0,,18.0,43002.40526202868,156663.70732584575,2807,764.2822814515021,12,0.17604913002445055,0.004026956936699769,16,1,0
TXN_00004740,CUST_000206,2025-08-02 15:38:05.064688,350.60899060759084,grocery,local,purchase,mobile,0,,32.36311635916548,30995.246077041247,5617.827190433861,2613,661.0821095133803,17,0.1357404253811529,0.06241007042804988,15,5,1
TXN_00000389,CUST_000234,2025-11-07 14:17:03.497147,213.1884261702263,gas,local,withdrawal,web,0,,45.41416331637554,30060.18896380702,3318.762690186409,562,528.752297535209,19,0.0851046251613024,0.0642373215778956,14,4,0
TXN_00007244,CUST_000281,2026-01-10 11:43:05.733596,1019.7767540721568,entertainment,national,purchase,mobile,0,,22.36441905919632,40288.633769790846,39731.94623284565,2988,638.7646108529619,17,0.3037412764798604,0.02566641835503962,11,5,1
TXN_00001003,CUST_000233,2025-04-03 14:54:03.751875,1986.7291776220384,retail,regional,transfer,mobile,0,,36.62653510590356,43748.70640623368,2477.2404857880592,1119,557.6867389542151,8,0.5449475445076802,0.8019928581903587,14,3,0
TXN_00003821,CUST_000077,2025-04-17 10:46:04.768058,252.46035105141635,online,local,payment,mobile,0,,19.50650733261553,31665.33477789086,20174.42186721625,1095,770.1213922163945,14,0.09567320964287573,0.012513882812258842,10,3,0
TXN_00007653,CUST_000283,2025-06-13 15:55:05.850817,691.2870750865543,grocery,regional,withdrawal,mobile,0,,31.583803571928996,29171.43009478437,9993.2531037864,1154,407.4785722127399,20,0.2843688113364663,0.06917537941920321,15,4,0
TXN_00003977,CUST_000400,2025-08-17 16:15:04.818116,41.37725933035797,online,local,transfer,web,0,,30.067306497595478,34013.92875283336,2061.973517191664,768,668.8467729066276,16,0.014597758335191873,0.020066823839091957,16,6,1
TXN_00002252,CUST_000013,2026-01-16 09:05:04.234168,380.76934698419177,online,national,purchase,mobile,0,,45.759564604531356,26764.696178796145,5042.973437119509,825,597.0239796232961,21,0.17071862625626194,0.07550492814050654,9,4,0
TXN_00008918,CUST_000101,2025-06-07 10:51:06.182749,72.8515560720699,online,local,purchase,atm,0,,48.716790834679024,29455.843180323536,71854.01084945217,159,701.7659020469123,8,0.02967895597192803,0.001013882944192326,10,5,1
TXN_00003917,CUST_000171,2025-11-23 20:05:04.801470,96.04833181323626,education,regional,withdrawal,mobile,0,,18.0,42849.10838996014,28290.842435494837,3091,625.3491307445859,11,0.026898575607909102,0.003395032581028062,20,6,1
TXN_00006735,CUST_000223,2025-09-17 12:14:05.600426,367.8689410976062,gas,regional,purchase,web,0,,45.57541737719322,22320.852926104155,8037.745685308678,3537,429.596242474876,9,0.19777144304412392,0.0457676760997793,12,2,0
TXN_00003680,CUST_000260,2026-01-05 14:09:04.726617,399.2449546042115,grocery,local,purchase,mobile,0,,21.846523703143177,35667.753419287044,4356.55222088007,153,757.0895231339615,13,0.13432131255734983,0.09164241224762817,14,0,0
TXN_00006618,CUST_000359,2025-12-16 13:42:05.566264,9330.139645325666,grocery,local,purchase,pos,0,,34.36606394510277,20000.0,42514.101280002375,2762,635.3963394258202,12,5.5980837871953995,0.21945988188428064,13,1,0
TXN_00006477,CUST_000495,2025-12-12 13:09:05.531020,24.74838960562532,retail,local,transfer,pos,0,,30.277641728363253,39709.56455364395,51216.76385320359,719,796.1284277535237,13,0.007478819740425772,0.0004832087727478962,13,4,0
TXN_00008221,CUST_000214,2025-10-25 12:06:06.000117,1353.7404839632043,healthcare,regional,purchase,mobile,0,,32.28225329718168,43637.96264700046,31900.499257311167,1671,569.6821049319656,20,0.37226499181384387,0.04243634160844505,12,5,1
TXN_00005267,CUST_000238,2025-05-23 14:15:05.201012,168.99101997880587,online,local,payment,mobile,0,,39.40744776081609,91043.42217028282,5795.291325845712,2397,615.0683203881803,16,0.022273901742761906,0.029160056065713806,14,4,0
TXN_00003369,CUST_000091,2025-12-25 16:29:04.630744,34.77429513689115,online,local,transfer,web,0,,26.41028157357659,38363.67470328079,6149.313735720883,807,733.3223877620742,14,0.010877256802696425,0.005654987959858021,16,3,0
TXN_00004019,CUST_000294,2025-09-18 14:00:04.834088,102.73920455331475,gas,regional,purchase,mobile,0,,40.260590961540835,21679.914114408635,52301.229366142274,1622,560.1186811965098,7,0.05686694366655272,0.001964374562480629,14,3,0
TXN_00008579,CUST_000349,2025-09-25 14:40:06.100439,156.30733149918117,online,local,transfer,web,0,,26.918317728190516,61211.81738556433,875758.23653696,688,569.9961435602354,14,0.03064257945774569,0.00017848228538194796,14,3,0
TXN_00001726,CUST_000112,2025-08-25 13:05:04.061777,247.75852553557434,online,local,purchase,atm,0,,62.58677748343101,30290.23674026185,4153.664426279512,3460,795.3384477117701,15,0.09815381543304473,0.05964818052417747,13,0,0
TXN_00003048,CUST_000397,2026-02-10 13:39:04.532731,139.15836328903447,retail,regional,purchase,mobile,0,,21.590981917839247,20000.0,788.0997631903172,2428,777.1071649674262,12,0.08349501797342068,0.1765745528531891,13,1,0
